Collection,Name,Member Attribute,Sub-member Attribute,Syntax,Reference
Job Status,sheet-completed-copy-number(obsolete),,,integer(0:MAX),[RFC3381]
Job Status,sheet-completed-document-number(obsolete),,,integer(0:MAX),[RFC3381]
Job Status,sides-actual,,,1setOf (type2 keyword),[PWG5100.8]
Job Status,time-at-completed,,,integer(MIN:MAX) | no-value,[RFC8011]
Job Status,time-at-creation,,,integer(MIN:MAX),[RFC8011]
Job Status,time-at-processing,,,integer(MIN:MAX) | no-value,[RFC8011]
Job Status,warnings-count,,,integer(0:MAX),[PWG5100.7]
Job Status,x-image-position-actual,,,1setOf (type2 keyword),[PWG5100.8]
Job Status,x-image-shift-actual,,,1setOf (integer(MIN:MAX)),[PWG5100.8]
Job Status,x-side1-image-shift-actual,,,1setOf (integer(MIN:MAX)),[PWG5100.8]
Job Status,x-side2-image-shift-actual,,,1setOf (integer(MIN:MAX)),[PWG5100.8]
Job Status,y-image-position-actual,,,1setOf (type2 keyword),[PWG5100.8]
Job Status,y-image-shift-actual,,,1setOf (integer(MIN:MAX)),[PWG5100.8]
Job Status,y-side1-image-shift-actual,,,1setOf (integer(MIN:MAX)),[PWG5100.8]
Job Status,y-side2-image-shift-actual,,,1setOf (integer(MIN:MAX)),[PWG5100.8]
Job Template,chamber-humidity,,,integer(0:100),[PWG5100.21]
Job Template,chamber-temperature,,,integer(-273:MAX),[PWG5100.21]
Job Template,confirmation-sheet-print,,,boolean,[PWG5100.15]
Job Template,copies,,,integer(1:MAX),[RFC8011]
Job Template,cover-back,,,collection,[PWG5100.3]
Job Template,cover-back,cover-type,,type2 keyword,[PWG5100.3]
Job Template,cover-back,media,,type2 keyword | name(MAX),[RFC8011]
Job Template,cover-back,media-col,,collection,[PWG5100.3]
Job Template,cover-back,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,cover-front,,,collection,[PWG5100.3]
Job Template,cover-front,cover-type,,type2 keyword,[PWG5100.3]
Job Template,cover-front,media,,type2 keyword | name(MAX),[RFC8011]
Job Template,cover-front,media-col,,collection,[PWG5100.3]
Job Template,cover-front,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,cover-sheet-info,,,collection,[PWG5100.15]
Job Template,cover-sheet-info,from-name,,text(MAX),[PWG5100.15]
Job Template,cover-sheet-info,logo,,uri,[PWG5100.15]
Job Template,cover-sheet-info,message,,text(MAX),[PWG5100.15]
Job Template,cover-sheet-info,organization-name,,text(MAX),[PWG5100.15]
Job Template,cover-sheet-info,subject,,text(MAX),[PWG5100.15]
Job Template,cover-sheet-info,to-name,,text(MAX),[PWG5100.15]
Job Template,destination-uris,,,1setOf collection,[PWG5100.15]
Job Template,destination-uris,destination-attributes,,1setOf collection,[PWG5100.17]
Job Template,destination-uris,destination-uri,,uri,[PWG5100.15]
Job Template,destination-uris,post-dial-string,,text(127),[PWG5100.15]
Job Template,destination-uris,pre-dial-string,,text(127),[PWG5100.15]
Job Template,destination-uris,t33-subaddress,,integer(0:MAX),[PWG5100.15]
Job Template,feed-orientation,,,type2 keyword,[PWG5100.11]
Job Template,finishings,,,1setOf type2 enum,[RFC8011]
Job Template,finishings-col,,,1setOf collection | no-value,[PWG5100.1]
Job Template,finishings-col,baling,,collection,[PWG5100.1]
Job Template,finishings-col,baling,baling-type,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,baling,baling-when,type2 keyword,[PWG5100.1]
Job Template,finishings-col,binding,,collection,[PWG5100.1]
Job Template,finishings-col,binding,binding-reference-edge,type1 keyword,[PWG5100.1]
Job Template,finishings-col,binding,binding-type,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,coating,,collection,[PWG5100.1]
Job Template,finishings-col,coating,coating-sides,type1 keyword,[PWG5100.1]
Job Template,finishings-col,coating,coating-type,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,covering,,collection,[PWG5100.1]
Job Template,finishings-col,covering,covering-name,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,finishing-template,,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,folding,,1setOf collection,[PWG5100.1]
Job Template,finishings-col,folding,folding-direction,type1 keyword,[PWG5100.1]
Job Template,finishings-col,folding,folding-offset,integer(0:MAX),[PWG5100.1]
Job Template,finishings-col,folding,folding-reference-edge,type1 keyword,[PWG5100.1]
Job Template,finishings-col,imposition-template,,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,laminating,,collection,[PWG5100.1]
Job Template,finishings-col,laminating,laminating-sides,type1 keyword,[PWG5100.1]
Job Template,finishings-col,laminating,laminating-type,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,media-sheets-supported,,rangeOfInteger(1:MAX),[PWG5100.1]
Job Template,finishings-col,media-size,,collection,[PWG5100.1]
Job Template,finishings-col,media-size-name,,type2 keyword,[PWG5100.1]
Job Template,finishings-col,punching,,collection,[PWG5100.1]
Job Template,finishings-col,punching,punching-locations,1setOf integer(0:MAX),[PWG5100.1]
Job Template,finishings-col,punching,punching-offset,integer(0:MAX),[PWG5100.1]
Job Template,finishings-col,punching,punching-reference-edge,type1 keyword,[PWG5100.1]
Job Template,finishings-col,stitching,,collection,[PWG5100.1]
Job Template,finishings-col,stitching,stitching-angle,integer(0:359),[PWG5100.1]
Job Template,finishings-col,stitching,stitching-locations,1setOf integer(0:MAX),[PWG5100.1]
Job Template,finishings-col,stitching,stitching-method,type2 keyword,[PWG5100.1]
Job Template,finishings-col,stitching,stitching-offset,integer(0:MAX),[PWG5100.1]
Job Template,finishings-col,stitching,stitching-reference-edge,type2 keyword,[PWG5100.1]
Job Template,finishings-col,trimming,,1setOf collection,[PWG5100.1]
Job Template,finishings-col,trimming,trimming-offset,integer(0:MAX),[PWG5100.1]
Job Template,finishings-col,trimming,trimming-reference-edge,type1 keyword,[PWG5100.1]
Job Template,finishings-col,trimming,trimming-type,type2 keyword | name(MAX),[PWG5100.1]
Job Template,finishings-col,trimming,trimming-when,type2 keyword,[PWG5100.1]
Job Template,font-name-requested,,,name(MAX),[PWG5100.11]
Job Template,font-size-requested,,,integer(1:MAX),[PWG5100.11]
Job Template,force-front-side,,,1setOf integer(1:MAX),[PWG5100.3]
Job Template,imposition-template,,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,insert-sheet,,,1setOf collection,[PWG5100.3]
Job Template,insert-sheet,insert-after-page-number,,integer(0:MAX),[PWG5100.3]
Job Template,insert-sheet,insert-count,,integer(0:MAX),[PWG5100.3]
Job Template,insert-sheet,media,,type2 keyword | name(MAX),[RFC8011]
Job Template,insert-sheet,media-col,,collection,[PWG5100.3]
Job Template,insert-sheet,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,job-account-id,,,name(MAX),[PWG5100.3]
Job Template,job-account-type,,,type2 keyword | name(MAX),[PWG5100.16]
Job Template,job-accounting-sheets,,,collection,[PWG5100.3]
Job Template,job-accounting-sheets,job-accounting-output-bin,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,job-accounting-sheets,job-accounting-sheets-type,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,job-accounting-sheets,media,,type2 keyword | name(MAX),[RFC8011]
Job Template,job-accounting-sheets,media-col,,collection,[PWG5100.3]
Job Template,job-accounting-sheets,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,job-accounting-user-id,,,name(MAX),[PWG5100.3]
Job Template,job-copies,,,integer(1:MAX),[PWG5100.5]
Job Template,job-cover-back,,,collection,[PWG5100.5]
Job Template,job-cover-back,"<Member attributes are the same as the ""cover-back"">",,,[PWG5100.5]
Job Template,job-cover-front,,,collection,[PWG5100.5]
Job Template,job-cover-front,"<Member attributes are the same as the ""cover-front"">",,,[PWG5100.5]
Job Template,job-delay-output-until,,,type2 keyword | name(MAX),[PWG5100.11]
Job Template,job-delay-output-until-time,,,dateTime,[PWG5100.11]
Job Template,job-error-action,,,type2 keyword,[PWG5100.13]
Job Template,job-error-sheet,,,collection,[PWG5100.3]
Job Template,job-error-sheet,job-error-sheet-type,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,job-error-sheet,job-error-sheet-when,,type2 keyword,[PWG5100.3]
Job Template,job-error-sheet,media,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,job-error-sheet,media-col,,collection,[PWG5100.3]
Job Template,job-error-sheet,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,job-finishings,,,1setOf type2 enum,[PWG5100.5]
Job Template,job-finishings-col,,,collection,[PWG5100.5]
Job Template,job-finishings-col,"<Member attributes are the same as the ""finishings-col"" Job Template attribute>",,,[PWG5100.5]
Job Template,job-hold-until,,,type2 keyword | name(MAX),[RFC8011]
Job Template,job-hold-until-time,,,dateTime,[PWG5100.11]
Job Template,job-message-to-operator,,,text(MAX),[PWG5100.3]
Job Template,job-pages-per-set,,,integer(1:MAX),[PWG5100.1]
Job Template,job-phone-number,,,uri,[PWG5100.11]
Job Template,job-priority,,,integer(1:100),[RFC8011]
Job Template,job-recipient-name,,,name(MAX),[PWG5100.11]
Job Template,job-save-disposition,,,collection,[PWG5100.11]
Job Template,job-save-disposition,save-disposition,,type2 keyword,[PWG5100.11]
Job Template,job-save-disposition,save-info,,1setOf collection,[PWG5100.11]
Job Template,job-save-disposition,save-info,save-document-format,mimeMediaType,[PWG5100.11]
Job Template,job-save-disposition,save-info,save-location,uri,[PWG5100.11]
Job Template,job-save-disposition,save-info,save-name,name(MAX),[PWG5100.11]
Job Template,job-sheet-message,,,text(MAX),[PWG5100.3]
Job Template,job-sheets,,,type2 keyword | name(MAX),[RFC8011]
Job Template,job-sheets-col,,,collection,[PWG5100.3]
Job Template,job-sheets-col,job-sheets,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,job-sheets-col,media,,type2 keyword | name(MAX),[RFC8011]
Job Template,job-sheets-col,media-col,,collection,[PWG5100.3]
Job Template,job-sheets-col,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,materials-col,,,1setOf collection,[PWG5100.21]
Job Template,materials-col,material-amount,,integer(0:MAX),[PWG5100.21]
Job Template,materials-col,material-amount-units,,type2 keyword,[PWG5100.21]
Job Template,materials-col,material-color,,type2 keyword,[PWG5100.21]
Job Template,materials-col,material-diameter,,integer(0:MAX),[PWG5100.21]
Job Template,materials-col,material-diameter-tolerance,,integer(0:MAX),[PWG5100.21]
Job Template,materials-col,material-fill-density,,integer(0:100),[PWG5100.21]
Job Template,materials-col,material-key,,keyword,[PWG5100.21]
Job Template,materials-col,material-name,,name(MAX),[PWG5100.21]
Job Template,materials-col,material-nozzle-diameter,,integer(0:MAX),[PWG5100.21]
Job Template,materials-col,material-purpose,,1setOf type2 keyword,[PWG5100.21]
Job Template,materials-col,material-rate,,integer(1:MAX),[PWG5100.21]
Job Template,materials-col,material-rate-units,,type2 keyword,[PWG5100.21]
Job Template,materials-col,material-retraction,,boolean,[PWG5100.21]
Job Template,materials-col,material-shell-thickness,,integer(0:MAX),[PWG5100.21]
Job Template,materials-col,material-temperature,,integer(-273:MAX) | rangeOfInteger(-273:MAX),[PWG5100.21]
Job Template,materials-col,material-type,,type2 keyword | name(MAX),[PWG5100.21]
Job Template,media,,,type2 keyword | name(MAX),[RFC8011]
Job Template,media-col,,,collection,[PWG5100.3]
Job Template,media-col,media-back-coating,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-bottom-margin,,integer(0:MAX),[PWG5100.13]
Job Template,media-col,media-color,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-front-coating,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-grain,,type2 keyword | name(MAX),[PWG5100.11]
Job Template,media-col,media-hole-count,,integer(0:MAX),[PWG5100.3]
Job Template,media-col,media-info,,text(255),[PWG5100.3]
Job Template,media-col,media-key,,keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-left-margin,,integer(0:MAX),[PWG5100.13]
Job Template,media-col,media-order-count,,integer(1:MAX),[PWG5100.3]
Job Template,media-col,media-pre-printed,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-recycled,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-right-margin,,integer(0:MAX),[PWG5100.13]
Job Template,media-col,media-size,,collection,[PWG5100.3]
Job Template,media-col,media-size,x-dimension,integer(0:MAX),[PWG5100.3]
Job Template,media-col,media-size,y-dimension,integer(0:MAX),[PWG5100.3]
Job Template,media-col,media-size-name,,type2 keyword | name(MAX),[PWG5100.13]
Job Template,media-col,media-source,,type2 keyword | name(MAX),[PWG5100.13]
Job Template,media-col,media-thickness,,integer(1:MAX),[PWG5100.11]
Job Template,media-col,media-tooth,,type2 keyword | name(MAX),[PWG5100.11]
Job Template,media-col,media-top-margin,,integer(0:MAX),[PWG5100.13]
Job Template,media-col,media-type,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,media-col,media-weight-metric,,integer(0:MAX),[PWG5100.3]
Job Template,media-input-tray-check,,,type2 keyword | name(MAX),[PWG5100.3]
Job Template,multiple-document-handling,,,type2 keyword,[RFC8011]
Job Template,multiple-object-handling,,,type2 keyword,[PWG5100.21]
Job Template,number-of-retries,,,integer(0:MAX),[PWG5100.15]
Job Template,number-up,,,integer(1:MAX),[RFC8011]
Job Template,orientation-requested,,,type2 enum,[RFC8011]
Job Template,output-bin,,,type2 keyword | name(MAX),[PWG5100.2]
Job Template,output-device,,,name(127),[PWG5100.7]
Job Template,overrides,,,1setOf  collection,[PWG5100.6]
Job Template,overrides,<Any Job Template attribute>,,,[PWG5100.6]
Job Template,overrides,document-copies,,1setOf rangeOfInteger(MAX),[PWG5100.6]
Job Template,overrides,document-numbers,,1setOf rangeOfInteger(MAX),[PWG5100.6]
Job Template,overrides,pages,,1setOf rangeOfInteger(MAX),[PWG5100.6]
Job Template,page-delivery,,,type2 keyword,[PWG5100.3]
Job Template,page-order-received,,,type2 keyword,[PWG5100.3]
Job Template,page-order-received(obsolete),,,type2 keyword,[IPP20190509B]
Job Template,page-ranges,,,1setOf rangeOfInteger(1:MAX),[RFC8011]
Job Template,pages-per-subset,,,1setOf integer(1:MAX),[PWG5100.13]
Job Template,pages-per-subset(deprecated),,,1setOf integer(1:MAX),[IPP20190509A]
Job Template,pclm-source-resolution,,,resolution,[HP20180907]
Job Template,pdl-init-file,,,collection,[PWG5100.11]
Job Template,pdl-init-file,pdl-init-file-entry,,name(MAX),[PWG5100.11]
Job Template,pdl-init-file,pdl-init-file-location,,uri,[PWG5100.11]
Job Template,pdl-init-file,pdl-init-file-name,,name(MAX),[PWG5100.11]
Job Template,platform-temperature,,,integer(-273:MAX),[PWG5100.21]
Job Template,presentation-direction-number-up,,,type2 keyword,[PWG5100.3]
Job Template,print-accuracy,,,collection,[PWG5100.21]
Job Template,print-accuracy,accuracy-units,,type2 keyword,[PWG5100.21]
Job Template,print-accuracy,x-accuracy,,integer(0:MAX),[PWG5100.21]
Job Template,print-accuracy,y-accuracy,,integer(0:MAX),[PWG5100.21]
Job Template,print-accuracy,z-accuracy,,integer(0:MAX),[PWG5100.21]
Job Template,print-base,,,type2 keyword,[PWG5100.21]
Job Template,print-color-mode,,,type2 keyword,[PWG5100.13]
Job Template,print-content-optimize,,,type2 keyword,[PWG5100.7]
Job Template,print-objects,,,1setOf collection,[PWG5100.21]
Job Template,print-objects,document-number,,integer(1:MAX),[PWG5100.21]
Job Template,print-objects,object-offset,,collection,[PWG5100.21]
Job Template,print-objects,object-offset,x-offset,integer(0:MAX),[PWG5100.21]
Job Template,print-objects,object-offset,y-offset,integer(0:MAX),[PWG5100.21]
Job Template,print-objects,object-offset,z-offset,integer(0:MAX),[PWG5100.21]
Job Template,print-objects,object-size,,collection,[PWG5100.21]
Job Template,print-objects,object-size,x-dimension,integer(1:MAX),[PWG5100.21]
Job Template,print-objects,object-size,y-dimension,integer(1:MAX),[PWG5100.21]
Job Template,print-objects,object-size,z-dimension,integer(1:MAX),[PWG5100.21]
Job Template,print-objects,object-uuid,,uri,[PWG5100.21]
Job Template,print-quality,,,type2 enum,[RFC8011]
Job Template,print-rendering-intent,,,type2 keyword,[PWG5100.13]
Job Template,print-scaling,,,type2 keyword,[PWG5100.16]
Job Template,print-supports,,,type2 keyword,[PWG5100.21]
Job Template,printer-resolution,,,resolution,[RFC8011]
Job Template,proof-print,,,collection,[PWG5100.11]
Job Template,proof-print,media,,type2 keyword | name(MAX),[PWG5100.11]
Job Template,proof-print,media-col,,collection,[PWG5100.11]
Job Template,proof-print,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.11]
Job Template,proof-print,proof-print-copies,,integer(0:MAX),[PWG5100.11]
Job Template,retry-interval,,,integer(1:MAX),[PWG5100.15]
Job Template,retry-time-out,,,integer(1:MAX),[PWG5100.15]
Job Template,separator-sheets,,,collection,[PWG5100.3]
Job Template,separator-sheets,media,,type2 keyword | name(MAX),[RFC8011]
Job Template,separator-sheets,media-col,,collection,[PWG5100.3]
Job Template,separator-sheets,media-col,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,[PWG5100.3]
Job Template,separator-sheets,separator-sheets-type,,1setOf type2 keyword,[PWG5100.3]
Job Template,sheet-collate(obsolete),,,type2 keyword,[RFC3381]
Job Template,sides,,,type2 keyword,[RFC8011]
Job Template,x-image-position,,,type2 keyword,[PWG5100.3]
Job Template,x-image-shift,,,integer(MIN:MAX),[PWG5100.3]
Job Template,x-side1-image-shift,,,integer(MIN:MAX),[PWG5100.3]
Job Template,x-side2-image-shift,,,integer(MIN:MAX),[PWG5100.3]
Job Template,y-image-position,,,type2 keyword,[PWG5100.3]
Job Template,y-image-shift,,,integer(MIN:MAX),[PWG5100.3]
Job Template,y-side1-image-shift,,,integer(MIN:MAX),[PWG5100.3]
Job Template,y-side2-image-shift,,,integer(MIN:MAX),[PWG5100.3]
Operation,attributes-charset,,,charset,[RFC8011]
Operation,attributes-natural-language,,,naturalLanguage,[RFC8011]
Operation,charge-info-message,,,text,[PWG5100.16]
Operation,compression,,,type2 keyword,[RFC8011]
Operation,compression-accepted,,,1setOf type2 keyword,[PWG5100.17]
Operation,destination-accesses,,,1setOf collection | no-value,[PWG5100.17]
Operation,destination-accesses,access-oauth-token,,1setOf octetString(MAX),[PWG5100.17]
Operation,destination-accesses,access-oauth-uri,,uri,[PWG5100.17]
Operation,destination-accesses,access-password,,text(MAX),[PWG5100.17]
Operation,destination-accesses,access-pin,,text(MAX),[PWG5100.17]
Operation,destination-accesses,access-user-name,,text(MAX),[PWG5100.17]
Operation,destination-accesses,access-x509-certificate(obsolete),,1setOf octetString(MAX),[IPPWG20180620]
Operation,detailed-status-message,,,text(MAX),[RFC8011]
Operation,document-access,,,collection | no-value,[PWG5100.18]
Operation,document-access,access-oauth-token,,1setOf octetString(MAX),[PWG5100.18]
Operation,document-access,access-oauth-uri,,uri,[PWG5100.18]
Operation,document-access,access-password,,text(MAX),[PWG5100.18]
Operation,document-access,access-pin,,text(MAX),[PWG5100.18]
Operation,document-access,access-user-name,,text(MAX),[PWG5100.18]
Operation,document-access,access-x509-certificate(obsolete),,1setOf octetString(MAX),[IPPWG20180620]
Operation,document-access-error,,,text(MAX),[RFC8011]
Operation,document-charset,,,charset,[PWG5100.7]
Operation,document-data-get-interval,,,integer(0:MAX),[PWG5100.17]
Operation,document-data-wait,,,boolean,[PWG5100.17]
Operation,document-digital-signature,,,type2 keyword,[PWG5100.7]
Operation,document-format,,,mimeMediaType,[RFC8011]
Operation,document-format-accepted,,,1setOf mimeMediaType,[PWG5100.18]
Operation,document-format-details,,,1setOf collection,[PWG5100.7]
Operation,document-format-details,document-format,,mimeMediaType,[PWG5100.7]
Operation,document-format-details,document-format-device-id,,text(127),[PWG5100.7]
Operation,document-format-details,document-format-version,,text(127),[PWG5100.7]
Operation,document-format-details,document-natural-language,,1setOf naturalLanguage,[PWG5100.7]
Operation,document-format-details,document-source-application-name,,name(MAX),[PWG5100.7]
Operation,document-format-details,document-source-application-version,,text(127),[PWG5100.7]
Operation,document-format-details,document-source-os-name,,name(40),[PWG5100.7]
Operation,document-format-details,document-source-os-version,,text(40),[PWG5100.7]
Operation,document-message,,,text(MAX),[PWG5100.5]
Operation,document-metadata,,,1setOf octetString(MAX),[PWG5100.13]
Operation,document-name,,,name(MAX),[RFC8011]
Operation,document-natural-language,,,naturalLanguage,[RFC8011]
Operation,document-natural-language,,,naturalLanguage,[PWG5100.7]
Operation,document-number,,,integer(1:MAX),[PWG5100.5]
Operation,document-password,,,octetString(1023),[PWG5100.13]
Operation,document-preprocessed,,,boolean,[PWG5100.18]
Operation,fetch-status-code,,,type2 enum,[PWG5100.18]
Operation,fetch-status-message,,,text(MAX),[PWG5100.18]
Operation,first-index,,,integer(1:MAX),[PWG5100.13]
Operation,identify-actions,,,1setOf type2 keyword,[PWG5100.13]
Operation,input-attributes,,,collection,[PWG5100.15]
Operation,input-attributes,input-auto-scaling,,boolean,[PWG5100.15]
Operation,input-attributes,input-auto-skew-correction,,boolean,[PWG5100.15]
Operation,input-attributes,input-brightness,,integer(-100:100),[PWG5100.15]
Operation,input-attributes,input-color-mode,,type2 keyword,[PWG5100.15]
Operation,input-attributes,input-content-type,,type2 keyword,[PWG5100.15]
Operation,input-attributes,input-contrast,,integer(-100:100),[PWG5100.15]
Operation,input-attributes,input-film-scan-mode,,type2 keyword,[PWG5100.15]
Operation,input-attributes,input-images-to-transfer,,integer(1:MAX),[PWG5100.15]
Operation,input-attributes,input-media,,type2 keyword | name(MAX),[PWG5100.15]
Operation,input-attributes,input-orientation-requested,,type2 keyword,[PWG5100.15]
Operation,input-attributes,input-quality,,type2 enum,[PWG5100.15]
Operation,input-attributes,input-resolution,,resolution,[PWG5100.15]
Operation,input-attributes,input-scaling-height,,integer(1:1000),[PWG5100.15]
Operation,input-attributes,input-scaling-width,,integer(1:1000),[PWG5100.15]
Operation,input-attributes,input-scan-regions,,1setOf collection,[PWG5100.15]
Operation,input-attributes,input-scan-regions,x-dimension,integer,[PWG5100.15]
Operation,input-attributes,input-scan-regions,x-origin,integer,[PWG5100.15]
Operation,input-attributes,input-scan-regions,y-dimension,integer,[PWG5100.15]
Operation,input-attributes,input-scan-regions,y-origin,integer,[PWG5100.15]
Operation,input-attributes,input-sharpness,,integer(-100:100),[PWG5100.15]
Operation,input-attributes,input-sides,,type2 keyword,[PWG5100.15]
Operation,input-attributes,input-source,,type2 keyword,[PWG5100.15]
Operation,ipp-attribute-fidelity,,,boolean,[RFC8011]
Operation,job-authorization-uri,,,uri,[PWG5100.16]
Operation,job-hold-until,,,type2 keyword | name(MAX),[RFC8011]
Operation,job-id,,,integer(1:MAX),[RFC8011]
Operation,job-ids,,,1setOf integer(1:MAX),[PWG5100.11]
Operation,job-impressions,,,integer(0:MAX),[RFC8011]
Operation,job-impressions-col,,,collection,[APRIL2015F2F]
Operation,job-impressions-estimated,,,integer(1:MAX),[PWG5100.16]
Operation,job-k-octets,,,integer(0:MAX),[RFC8011]
Operation,job-mandatory-attributes,,,1setOf keyword,[PWG5100.7]
Operation,job-media-sheets,,,integer(0:MAX),[RFC8011]
Operation,job-media-sheets-col,,,collection,[APRIL2015F2F]
Operation,job-message-from-operator,,,text(127),[RFC3380]
Operation,job-name,,,name(MAX),[RFC8011]
Operation,job-pages,,,integer(0:MAX),[PWG5100.13]
Operation,job-pages-col,,,collection,[APRIL2015F2F]
Operation,job-password,,,octetString(255),[PWG5100.11]
Operation,job-password-encryption,,,type2 keyword | name(MAX),[PWG5100.11]
Operation,job-state,,,type1 enum,[RFC8011]
Operation,job-state-message,,,text(MAX),[RFC8011]
Operation,job-state-reasons,,,1setOf type2 keyword,[RFC8011]
Operation,job-uri,,,uri,[RFC8011]
Operation,last-document,,,boolean,[RFC8011]
Operation,limit,,,integer(1:MAX),[RFC8011]
Operation,message,,,text(127),[RFC8011]
Operation,my-jobs,,,boolean,[RFC8011]
Operation,notify-get-interval,,,integer(0:MAX),[RFC3996]
Operation,notify-sequence-numbers,,,1setOf integer(1:MAX),[RFC3996]
Operation,notify-subscription-ids,,,1setOf integer(1:MAX),[RFC3996]
Operation,notify-wait,,,boolean,[RFC3996]
Operation,original-requesting-user-name,,,name(MAX),[RFC3998]
Operation,output-attributes,,,collection,[PWG5100.17]
Operation,output-attributes,noise-removal,,integer(0:100),[PWG5100.17]
Operation,output-attributes,output-compression-quality-factor,,integer(0:100),[PWG5100.17]
Operation,output-device-job-states,,,1setOf type1 enum,[PWG5100.18]
Operation,output-device-uuid,,,uri,[PWG5100.18]
Operation,preferred-attributes,,,collection,[PWG5100.13]
Operation,printer-message-from-operator,,,text(127),[RFC3380]
Operation,printer-up-time,,,integer(1:MAX),[RFC3996]
Operation,printer-uri,,,uri,[RFC8011]
Operation,profile-uri-actual,,,uri,[PWG5100.16]
Operation,requested-attributes,,,1setOf type2 keyword,[RFC8011]
Operation,requesting-user-name,,,name(MAX),[RFC8011]
Operation,requesting-user-uri,,,uri,[PWG5100.13]
Operation,status-message,,,text(255),[RFC8011]
Operation,which-jobs,,,type2 keyword,[RFC8011]
Printer Description,accuracy-units-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,baling-type-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.1]
Printer Description,baling-when-supported,,,1setOf type2 keyword,[PWG5100.1]
Printer Description,binding-reference-edge-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,binding-type-supported,,,1setOf type2 keyword,[PWG5100.1]
Printer Description,chamber-humidity-default,,,integer(0:100) | no-value,[PWG5100.21]
Printer Description,chamber-humidity-supported,,,boolean,[PWG5100.21]
Printer Description,chamber-temperature-default,,,integer(-273:MAX) | no-value,[PWG5100.21]
Printer Description,chamber-temperature-supported,,,1setOf (integer(-273:MAX) | rangeOfInteger(-273:MAX)),[PWG5100.21]
Printer Description,charset-configured,,,charset,[RFC8011]
Printer Description,charset-supported,,,1setOf charset,[RFC8011]
Printer Description,coating-sides-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,coating-type-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.1]
Printer Description,color-supported,,,boolean,[RFC8011]
Printer Description,compression-supported,,,1setOf type2 keyword,[RFC8011]
Printer Description,confirmation-sheet-print-default,,,boolean,[PWG5100.15]
Printer Description,copies-default,,,integer(1:MAX),[RFC8011]
Printer Description,copies-supported,,,rangeOfInteger(1:MAX),[RFC8011]
Printer Description,cover-back-default,,,collection,[PWG5100.3]
Printer Description,cover-back-default,"<Member attributes are the same as the ""cover-back"" Job Template attribute>",,,[PWG5100.3]
Printer Description,cover-back-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,cover-front-default,,,collection,[PWG5100.3]
Printer Description,cover-front-default,"<Member attributes are the same as the ""cover-front"" Job Template attribute>",,,[PWG5100.3]
Printer Description,cover-front-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,cover-sheet-info-default,,,collection,[PWG5100.15]
Printer Description,cover-sheet-info-default,"<Member attributes are the same as the ""cover-sheet-info"" Job Template attribute>",,,[PWG5100.15]
Printer Description,cover-sheet-info-supported,,,1setOf keyword,[PWG5100.15]
Printer Description,covering-name-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.1]
Printer Description,destination-accesses-supported,,,1setOf keyword,[PWG5100.17]
Printer Description,destination-uri-ready,,,1setOf collection,[PWG5100.17]
Printer Description,destination-uri-ready,destination-attributes,,1setOf collection,[PWG5100.17]
Printer Description,destination-uri-ready,destination-attributes-supported,,1setOf keyword,[PWG5100.17]
